id	family	query	decl_type	decl_mult	sql	java_class	value	status	verdict
ar.min.nn	arith	|min(3,7.5)	Number	[1]	SELECT CAST(list_extract([CAST(3 AS VARCHAR), CASE WHEN regexp_full_match(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?0+(\.0+)?') THEN '0.0' WHEN strpos(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e') > 0 THEN concat(CASE WHEN starts_with(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-') THEN '-' ELSE '' END, CASE WHEN CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) <= 0 THEN concat('0.', rpad('', CAST(greatest(0 - (CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER)), 0) AS INTEGER), '0'), replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '')) WHEN CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) >= length(CAST(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '') AS VARCHAR)) THEN concat(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), rpad('', CAST(greatest(CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) - length(CAST(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '') AS VARCHAR)), 0) AS INTEGER), '0'), '.0') ELSE concat(substr(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), 1, CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER)), '.', substr(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), greatest(CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) + 1, 1))) END) WHEN NOT strpos(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '.') > 0 THEN concat(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '.0') ELSE CAST(CAST(7.5 AS DOUBLE) AS VARCHAR) END], list_position([CAST(3 AS DOUBLE), CAST(7.5 AS DOUBLE)], list_min([CAST(3 AS DOUBLE), CAST(7.5 AS DOUBLE)]))) AS VARCHAR) AS value	Long	3	OK	OK
ar.max.list.i	arith	|max([3,7,1])	Integer	[0..1]	SELECT list_max([3, 7, 1]) AS value	Integer	7	OK	OK
ar.max.list.f	arith	|max([3.5,7.5])	Float	[0..1]	SELECT list_max([CAST(3.5 AS DOUBLE), CAST(7.5 AS DOUBLE)]) AS value	Double	7.5	OK	OK
ar.min.list.i	arith	|min([3,7,1])	Integer	[0..1]	SELECT list_min([3, 7, 1]) AS value	Integer	1	OK	OK
ar.min.list.n	arith	|[3,7.5]->min()	Number	[0..1]	SELECT CAST(list_extract([CAST(3 AS VARCHAR), CASE WHEN regexp_full_match(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?0+(\.0+)?') THEN '0.0' WHEN strpos(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e') > 0 THEN concat(CASE WHEN starts_with(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-') THEN '-' ELSE '' END, CASE WHEN CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) <= 0 THEN concat('0.', rpad('', CAST(greatest(0 - (CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER)), 0) AS INTEGER), '0'), replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '')) WHEN CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) >= length(CAST(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '') AS VARCHAR)) THEN concat(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), rpad('', CAST(greatest(CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) - length(CAST(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', '') AS VARCHAR)), 0) AS INTEGER), '0'), '.0') ELSE concat(substr(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), 1, CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER)), '.', substr(replace(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.', ''), greatest(CASE WHEN strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') = 0 THEN length(CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1) AS VARCHAR)) ELSE strpos(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '-?([0-9]+(?:\.[0-9]+)?)e', 1), '.') - 1 END + CAST(regexp_extract(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), 'e([+-]?[0-9]+)$', 1) AS INTEGER) + 1, 1))) END) WHEN NOT strpos(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '.') > 0 THEN concat(CAST(CAST(7.5 AS DOUBLE) AS VARCHAR), '.0') ELSE CAST(CAST(7.5 AS DOUBLE) AS VARCHAR) END], list_position([CAST(3 AS DOUBLE), CAST(7.5 AS DOUBLE)], list_min([CAST(3 AS DOUBLE), CAST(7.5 AS DOUBLE)]))) AS VARCHAR) AS value	Long	3	OK	OK
ar.greatest	arith	|greatest([3,7,1])	Integer	[1]	SELECT list_max([3, 7, 1]) AS value	Integer	7	OK	OK
ar.least	arith	|least([3,7,1])	Integer	[1]	SELECT list_min([3, 7, 1]) AS value	Integer	1	OK	OK
ar.overflow.max	arith	|9223372036854775807 + 1	Integer	[1]	SELECT CAST(9223372036854775807 AS HUGEINT) + 1 AS value	BigInteger	9223372036854775808	OK	OK
ar.overflow.max2	arith	|9223372036854775807 * 2	Integer	[1]	SELECT CAST(9223372036854775807 AS HUGEINT) * 2 AS value	BigInteger	18446744073709551614	OK	OK
ar.overflow.min	arith	|-9223372036854775807 - 2	Integer	[1]	SELECT CAST(-9223372036854775807 AS HUGEINT) - 2 AS value	BigInteger	-9223372036854775809	OK	OK
ar.bigliteral	arith	|9223372036854775807	Integer	[1]	SELECT 9223372036854775807 AS value	Long	9223372036854775807	OK	OK
ar.toFloat	arith	|toFloat(3)	Float	[1]	SELECT CAST(3 AS DOUBLE) AS value	Double	3.0	OK	OK
ar.toDecimal	arith	|toDecimal(3)	Decimal(38,18)	[1]	SELECT CAST(3 AS DECIMAL(38, 0)) AS value	BigDecimal	3	OK	OK
ar.toDecimal.f	arith	|toDecimal(3.5)	Decimal(38,18)	[1]	SELECT 3.5 AS value	BigDecimal	3.5	OK	OK
ar.toDegrees	arith	|toDegrees(3.14159)	Float	[1]	SELECT degrees(CAST(3.14159 AS DOUBLE)) AS value	Double	179.9998479605043	OK	OK
ar.toRadians	arith	|toRadians(180)	Float	[1]	SELECT radians(180) AS value	Double	3.141592653589793	OK	OK
ar.pi	arith	|pi()	Float	[1]	SELECT pi() AS value	Double	3.141592653589793	OK	OK
ar.sin	arith	|sin(0.5)	Float	[1]	SELECT sin(CAST(0.5 AS DOUBLE)) AS value	Double	0.479425538604203	OK	OK
ar.cos	arith	|cos(0.5)	Float	[1]	SELECT cos(CAST(0.5 AS DOUBLE)) AS value	Double	0.8775825618903728	OK	OK
ar.tan	arith	|tan(0.5)	Float	[1]	SELECT tan(CAST(0.5 AS DOUBLE)) AS value	Double	0.5463024898437905	OK	OK
ar.asin	arith	|asin(0.5)	Float	[1]	SELECT CASE WHEN abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) > 1 THEN error(concat('Unable to compute asin of ', CASE WHEN strpos(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR), 'e') > 0 AND CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) = floor(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) < CAST(1.0E38 AS DOUBLE) THEN concat(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS HUGEINT) AS VARCHAR), '.0') WHEN strpos(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR), 'e') > 0 AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) >= CAST(1.0E-17 AS DOUBLE) AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) < CAST(9.007199254740992E15 AS DOUBLE) THEN CASE WHEN ends_with(rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '.') THEN concat(rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '0') ELSE rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0') END ELSE CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR) END)) ELSE (CASE WHEN (CAST(0.5 AS DOUBLE)) BETWEEN -1 AND 1 THEN asin(CAST(0.5 AS DOUBLE)) ELSE 'NaN'::DOUBLE END) END AS value	Double	0.5235987755982989	OK	OK
ar.acos	arith	|acos(0.5)	Float	[1]	SELECT CASE WHEN abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) > 1 THEN error(concat('Unable to compute acos of ', CASE WHEN strpos(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR), 'e') > 0 AND CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) = floor(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) < CAST(1.0E38 AS DOUBLE) THEN concat(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS HUGEINT) AS VARCHAR), '.0') WHEN strpos(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR), 'e') > 0 AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) >= CAST(1.0E-17 AS DOUBLE) AND abs(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE)) < CAST(9.007199254740992E15 AS DOUBLE) THEN CASE WHEN ends_with(rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '.') THEN concat(rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0'), '0') ELSE rtrim(CAST(CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS DECIMAL(38, 18)) AS VARCHAR), '0') END ELSE CAST(CAST(CAST(0.5 AS DOUBLE) AS DOUBLE) AS VARCHAR) END)) ELSE (CASE WHEN (CAST(0.5 AS DOUBLE)) BETWEEN -1 AND 1 THEN acos(CAST(0.5 AS DOUBLE)) ELSE 'NaN'::DOUBLE END) END AS value	Double	1.0471975511965979	OK	OK
ar.atan	arith	|atan(0.5)	Float	[1]	SELECT atan(CAST(0.5 AS DOUBLE)) AS value	Double	0.4636476090008061	OK	OK
ar.sinh	arith	|sinh(0.5)	Float	[1]	SELECT sinh(CAST(0.5 AS DOUBLE)) AS value	Double	0.5210953054937474	OK	OK
ar.cosh	arith	|cosh(0.5)	Float	[1]	SELECT cosh(CAST(0.5 AS DOUBLE)) AS value	Double	1.1276259652063807	OK	OK
ar.tanh	arith	|tanh(0.5)	Float	[1]	SELECT tanh(CAST(0.5 AS DOUBLE)) AS value	Double	0.46211715726000974	OK	OK
ar.cot	arith	|cot(0.5)	Float	[1]	SELECT cot(CAST(0.5 AS DOUBLE)) AS value	Double	1.830487721712452	OK	OK
ar.atan2	arith	|atan2(1,1)	Float	[1]	SELECT atan2(1, 1) AS value	Double	0.7853981633974483	OK	OK
ar.bitAnd	arith	|bitAnd(12,10)	Integer	[1]	SELECT (12 & 10) AS value	Integer	8	OK	OK
ar.bitOr	arith	|bitOr(12,10)	Integer	[1]	SELECT (12 | 10) AS value	Integer	14	OK	OK
ar.bitXor	arith	|bitXor(12,10)	Integer	[1]	SELECT xor(12, 10) AS value	Integer	6	OK	OK
ar.bitNot	arith	|bitNot(12)	Integer	[1]	SELECT xor(12, -1) AS value	Integer	-13	OK	OK
ar.bitShiftLeft	arith	|bitShiftLeft(1,4)	Integer	[1]	SELECT (CAST(1 AS BIGINT) << 4) AS value	Long	16	OK	OK
ar.bitShiftRight	arith	|bitShiftRight(16,4)	Integer	[1]	SELECT (CAST(16 AS BIGINT) >> 4) AS value	Long	1	OK	OK
ar.sum.i	arith	|sum([1,2,3])	Integer	[1]	SELECT list_sum([1, 2, 3]) AS value	BigInteger	6	OK	OK
ar.sum.f	arith	|sum([1.5,2.5])	Float	[1]	SELECT list_sum([CAST(1.5 AS DOUBLE), CAST(2.5 AS DOUBLE)]) AS value	Double	4.0	OK	OK
ar.sum.n	arith	|[1,2.5]->sum()	Number	[1]	SELECT list_sum([1, CAST(2.5 AS DOUBLE)]) AS value	Double	3.5	OK	OK
ar.average	arith	|average([1,2,3])	Float	[1]	SELECT list_avg([1, 2, 3]) AS value	Double	2.0	OK	OK
ar.mean	arith	|mean([1,2,3])	Float	[1]	SELECT list_avg([1, 2, 3]) AS value	Double	2.0	OK	OK
ar.median	arith	|median([1,2,3,4])	Float	[1]	SELECT list_median([1, 2, 3, 4]) AS value	Double	2.5	OK	OK
ar.mode.i	arith	|mode([1,1,2])	Integer	[1]	SELECT list_aggregate([1, 1, 2], 'mode') AS value	Integer	1	OK	OK
ar.mode.f	arith	|mode([1.5,1.5,2.5])	Float	[1]	SELECT list_aggregate([CAST(1.5 AS DOUBLE), CAST(1.5 AS DOUBLE), CAST(2.5 AS DOUBLE)], 'mode') AS value	Double	1.5	OK	OK
ar.stdDev	arith	|stdDev([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'stddev_samp') AS value	Double	1.2909944487358056	OK	OK
ar.stdDevPopulation	arith	|stdDevPopulation([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'stddev_pop') AS value	Double	1.118033988749895	OK	OK
ar.stdDevSample	arith	|stdDevSample([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'stddev_samp') AS value	Double	1.2909944487358056	OK	OK
ar.variance	arith	|variance([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'var_samp') AS value	Double	1.6666666666666667	OK	OK
ar.variance.b	arith	|variance([1,2,3,4], true)	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'var_samp') AS value	Double	1.6666666666666667	OK	OK
ar.variancePopulation	arith	|variancePopulation([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'var_pop') AS value	Double	1.25	OK	OK
ar.varianceSample	arith	|varianceSample([1,2,3,4])	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'var_samp') AS value	Double	1.6666666666666667	OK	OK
ar.percentile	arith	|percentile([1,2,3,4], 0.5)	Number	[1]	SELECT list_aggregate([1, 2, 3, 4], 'quantile_cont', CAST(0.5 AS DOUBLE)) AS value	Double	2.5	OK	OK
ar.percentile4	arith	|percentile([1,2,3,4], 0.5, true, true)	Number	[0..1]	SELECT list_aggregate([1, 2, 3, 4], 'quantile_cont', CAST(0.5 AS DOUBLE)) AS value	Double	2.5	OK	OK
ar.corr	arith	|corr([1,2,3],[2,4,6])	Number	[1]	SELECT CASE WHEN len([1, 2, 3]) <> len([2, 4, 6]) THEN error('corr: the two value lists differ in length') ELSE (SELECT CORR(a, b) FROM ( SELECT UNNEST([1, 2, 3]) AS a, UNNEST([2, 4, 6]) AS b ) AS _uz) END AS value	Double	1.0	OK	OK
ar.covarPop	arith	|covarPopulation([1,2,3],[2,4,6])	Number	[1]	SELECT CASE WHEN len([1, 2, 3]) <> len([2, 4, 6]) THEN error('covarPopulation: the two value lists differ in length') ELSE (SELECT COVAR_POP(a, b) FROM ( SELECT UNNEST([1, 2, 3]) AS a, UNNEST([2, 4, 6]) AS b ) AS _uz) END AS value	Double	1.3333333333333333	OK	OK
ar.covarSample	arith	|covarSample([1,2,3],[2,4,6])	Number	[1]	SELECT CASE WHEN len([1, 2, 3]) <> len([2, 4, 6]) THEN error('covarSample: the two value lists differ in length') ELSE (SELECT COVAR_SAMP(a, b) FROM ( SELECT UNNEST([1, 2, 3]) AS a, UNNEST([2, 4, 6]) AS b ) AS _uz) END AS value	Double	2.0	OK	OK
dec.plus	dec	|1.10d + 2.20d	Decimal	[1]	SELECT 1.10 + 2.20 AS value	BigDecimal	3.30	OK	OK
dec.minus	dec	|5.55d - 2.20d	Decimal	[1]	SELECT 5.55 - 2.20 AS value	BigDecimal	3.35	OK	OK
dec.times	dec	|1.10d * 2.20d	Decimal	[1]	SELECT 1.10 * 2.20 AS value	BigDecimal	2.4200	OK	OK
dec.div	dec	|1.10d / 2.20d	Float	[1]	SELECT ((1.0 * 1.10) / 2.20) AS value	Double	0.5	OK	OK
dec.plus.fn	dec	|plus(1.10d, 2.20d)	Decimal	[1]	SELECT 1.10 + 2.20 AS value	BigDecimal	3.30	OK	OK
dec.mixed.plus	dec	|1.10d + 2	Number	[1]	SELECT 1.10 + 2 AS value	BigDecimal	3.10	OK	OK
dec.mixed.plus2	dec	|1.10d + 2.5	Number	[1]	SELECT 1.10 + 2.5 AS value	BigDecimal	3.60	OK	OK
dec.lit	dec	|1.10d	Decimal(38,2)	[1]	SELECT 1.10 AS value	BigDecimal	1.10	OK	OK
dec.big	dec	|99999999.99d * 99999999.99d	Decimal	[1]	SELECT 99999999.99 * 99999999.99 AS value			EXEC-ERR:SQLException: Out of Range Error: Overflow in multiplication of DECIMAL(18) (9999999999 * 9999999999). You might want to add an explicit cast to a bigger decimal.	DB-ERROR
dec.toString	dec	|1.10d->toString()	String	[1]	SELECT CAST(1.10 AS VARCHAR) AS value	String	1.10	OK	OK
dec.col.plus	dec	t::D.all()->project(~[x:p|$p.dec + $p.dec])	Decimal	1	SELECT t0.DEC_V + t0.DEC_V AS x FROM T_D AS t0	BigDecimal	246.90	OK	OK
dec.col.times	dec	t::D.all()->project(~[x:p|$p.dec * $p.dec])	Decimal	1	SELECT t0.DEC_V * t0.DEC_V AS x FROM T_D AS t0	BigDecimal	15239.9025	OK	OK
dec.col.div	dec	t::D.all()->project(~[x:p|$p.dec / $p.dec])	Float	1	SELECT ((1.0 * t0.DEC_V) / t0.DEC_V) AS x FROM T_D AS t0	Double	1.0	OK	OK
dec.col.sum	dec	t::D.all()->groupBy(~[],~[s:x|$x.dec:y|$y->sum()])	Number	1	SELECT SUM(t0.DEC_V) AS s FROM T_D AS t0	BigDecimal	123.45	OK	OK
dec.col.raw	dec	t::D.all()->project(~[x:p|$p.dec])	Decimal	1	SELECT t0.DEC_V AS x FROM T_D AS t0	BigDecimal	123.45	OK	OK
st.len.ascii	str	|'abc'->length()	Integer	[1]	SELECT length('abc') AS value	Long	3	OK	OK
st.len.empty	str	|''->length()	Integer	[1]	SELECT length('') AS value	Long	0	OK	OK
st.len.emoji	str	|'a\U0001F600b'->length()	Integer	[1]	SELECT length('aU0001F600b') AS value	Long	11	OK	OK
st.len.emoji2	str	|'\U0001F600'->length()	Integer	[1]	SELECT length('U0001F600') AS value	Long	9	OK	OK
st.len.combining	str	|'e\u0301'->length()	Integer	[1]	SELECT length('e?') AS value	Long	2	OK	OK
st.len.accent	str	|'\u00e9'->length()	Integer	[1]	SELECT length('?') AS value	Long	1	OK	OK
st.len.cjk	str	|'\u4e2d\u6587'->length()	Integer	[1]	SELECT length('??') AS value	Long	2	OK	OK
st.len.raw.emoji	str	|'?'->length()	Integer	[1]	SELECT length('?') AS value	Long	1	OK	OK
st.len.raw.combining	str	|'?'->length()	Integer	[1]	SELECT length('?') AS value	Long	1	OK	OK
st.len.raw.combining2	str	|'?'->length()	Integer	[1]	SELECT length('?') AS value	Long	1	OK	OK
st.sub.2	str	|'abcdef'->substring(2)	String	[1]	SELECT substr('abcdef', 2) AS value	String	bcdef	OK	OK
st.sub.0	str	|'abcdef'->substring(0)	String	[1]	SELECT substr('abcdef', 1) AS value	String	abcdef	OK	OK
st.sub.neg	str	|'abcdef'->substring(-1)	String	[1]	SELECT substr('abcdef', 1) AS value	String	abcdef	OK	OK
st.sub.big	str	|'abcdef'->substring(99)	String	[1]	SELECT substr('abcdef', 99) AS value	String		OK	OK
st.sub.2_4	str	|'abcdef'->substring(2,4)	String	[1]	SELECT substr('abcdef', 2, 4) AS value	String	bcde	OK	OK
