test	mode	position	shapes	sql_prefix	census_arms
meta::relational::tests::aggregationAware::testRewriteAsNOP::nonGroupBy::testRewriteProjectColMulti	default	project	plain-join	select "product_0".prod_id as "Product ID", case when "root".is_cancelled_flag = 'Y' then 'true' else 'false' end as "Is Cancelled" from base_view.SalesTable as	exists-material
meta::relational::tests::aggregationAware::testRewriteAsNOP::nonGroupBy::testRewriteProjectFunction	default	filter+project	plain-join	select "product_0".prod_id as "Product ID" from base_view.SalesTable as "root" left outer join base_view.Product as "product_0" on ("root".product_id = "product	exists-material
meta::relational::tests::aggregationAware::testRewriteAsNOP::nonGroupBy::testRewriteProjectFunctionMulti	default	filter+project	plain-join	select "product_0".prod_id as "Product ID", case when "root".is_cancelled_flag = 'Y' then 'true' else 'false' end as "Is Cancelled" from base_view.SalesTable as	exists-material
meta::relational::tests::aggregationAware::testRewriteAsNOP::nonGroupBy::testRewriteTDSOperation	default	filter+project	plain-join	select "product_0".prod_id as "Product ID" from base_view.SalesTable as "root" left outer join base_view.Product as "product_0" on ("root".product_id = "product	exists-material
meta::relational::tests::fromMapping::testEnumProjection	default	project	no-sql-golden		exists-material
meta::relational::tests::fromMapping::testMappingFromQueriesViaMappingWithAssociationsOnly	default	filter+project	top-where-pred	select "unionalias_0"."Name" as "Name" from (select "firmtable_0".LEGALNAME as "Name" from personTable as "root" left outer join firmTable as "firmtable_0" on (	exists-material
meta::relational::tests::functions::objectReferenceIn::testObjectReferenceInSimple	default	filter	no-sql-golden		exists-material
meta::relational::tests::functions::objectReferenceIn::testObjectReferenceInWithBiTemporalMilestoning	default	filter	no-sql-golden		exists-material
meta::relational::tests::functions::objectReferenceIn::testObjectReferenceInWithEmptyLists	default	filter	no-sql-golden		exists-material
meta::relational::tests::functions::objectReferenceIn::testObjectReferenceInWithMilestonedProperty	default	filter	no-sql-golden		exists-material
meta::relational::tests::functions::objectReferenceIn::testObjectReferenceInWithObjReferenceOutput	default	filter+map	no-sql-golden		exists-material
meta::relational::tests::functions::sqlstring::testEqualityInFilterOnOptionalProperties	default	filter+project	plain-join	select "root".FIRSTNAME as "name" from personTable as "root" left outer join personTable as "personTable_d#6_d#3_m1_d#2_m1" on ("root".MANAGERID = "personTable_	exists-material
meta::relational::tests::functions::sqlstring::testEqualityInFilterOnOptionalPropertiesLegacy	default	filter+project	top-where-pred	select "root".FIRSTNAME as "name" from personTable as "root" left outer join personTable as "personTable_d#6_d#3_m1_d#2_m1" on ("root".MANAGERID = "personTable_	exists-material
meta::relational::tests::functions::sqlstring::testIsDistinctSQLGeneration	default	groupBy	plain-join	select "root".LEGALNAME as "LegalName", count(distinct("personTable_d#4_d_m1".FIRSTNAME)) = count("personTable_d#4_d_m1".FIRSTNAME) as "IsDistinctFirstName" fro	exists-material
meta::relational::tests::functions::sqlstring::testIsDistinctSQLGeneration	default	groupBy	plain-join	select "root".LEGALNAME as "LegalName", case when (count(distinct("personTable_d#4_d_m1".FIRSTNAME)) = count("personTable_d#4_d_m1".FIRSTNAME)) then 'true' else	exists-material
meta::relational::tests::functions::sqlstring::testNotEqualityForOptionalProperties	default	project	plain-join	select "root".FIRSTNAME as "name", "root".AGE is distinct from "personTable_d#6_d#3_m1_d_m2".AGE as "notmatch" from personTable as "root" left outer join person	exists-material
meta::relational::tests::functions::sqlstring::testNotEqualityInFilterOnOptionalProperties	default	filter+project	plain-join	select "root".FIRSTNAME as "name" from personTable as "root" left outer join personTable as "personTable_d#7_d#4_m1_d#2_m1" on ("root".MANAGERID = "personTable_	exists-material
meta::relational::tests::functions::sqlstring::testNotEqualityInFilterOnOptionalPropertiesLegacy	default	filter+project	top-where-pred	select "root".FIRSTNAME as "name" from personTable as "root" left outer join personTable as "personTable_d#7_d#4_m1_d#2_m1" on ("root".MANAGERID = "personTable_	exists-material
meta::relational::tests::functions::sqlstring::testNullSafeEqualityForOptionalProperties	default	project	plain-join	select "root".FIRSTNAME as "name", "root".AGE is not distinct from "personTable_d#5_d#2_m1_d_m2".AGE as "match" from personTable as "root" left outer join perso	exists-material
meta::relational::tests::functions::sqlstring::testToSQLStringJoinStrings	default	groupBy	plain-join	select "root".LEGALNAME as "legalName", listagg("personTable_d#4_d_m1".FIRSTNAME, '*') as "employeesFirstName" from firmTable as "root" left outer join personTa	exists-material
meta::relational::tests::getter::testSimpleGetter	default	map	no-sql-golden		exists-material
meta::relational::tests::groupBy::datePeriods::testDayOfWeek	default	filter+project	top-where-pred	select "org_chart_entity_0".name as "name" from SALES_GCS as "root" left outer join calendar as "calendar_0" on ("root".tradeDate = "calendar_0"."date") left ou	exists-material
meta::relational::tests::groupBy::datePeriods::testDayOfWeek	default	filter+project	top-where-pred	select "org_chart_entity_0".name as "name" from SALES_GCS as "root" left outer join calendar as "calendar_0" on ("root".tradeDate = "calendar_0"."date") left ou	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	single-table	select "root"."date" as "pk_0", "root"."calendar name" as "pk_1", "root"."date" as "date", "root"."fiscal week start" as "weekStart", "root"."fiscal week end" a	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	single-table	select "root"."date" as "pk_0", "root"."calendar name" as "pk_1", "root"."date" as "date", "root"."fiscal week start" as "weekStart", "root"."fiscal week end" a	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	top-where-pred	select "org_chart_entity_0".name as "Sales Division", "income_function_0".code as "Income Function", sum(case when "calendar_0"."fiscal day" <= 37 then "root".c	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	top-where-pred	select "org_chart_entity_0".name as "Sales Division", "income_function_0".code as "Income Function", sum(case when "calendar_0"."fiscal day" <= 37 then "root".c	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	single-table	select "root"."date" as "pk_0", "root"."calendar name" as "pk_1", "root"."date" as "date", "root"."fiscal week start" as "weekStart", "root"."fiscal week end" a	exists-material
meta::relational::tests::groupBy::datePeriods::testGroupByWithFilterFunction_noDatePath	default	filter+groupBy	single-table	select "root"."date" as "pk_0", "root"."calendar name" as "pk_1", "root"."date" as "date", "root"."fiscal week start" as "weekStart", "root"."fiscal week end" a	exists-material
meta::relational::tests::groupBy::testAggFunctionUsingMultipleSetImplementation	default	groupBy	no-sql-golden		exists-material
meta::relational::tests::groupBy::testAggToManyWithAverage	default	groupBy	grouped-subselect-join	select "addresstable_0".TYPE as "Address Type", count("root".LEGALNAME) as "Count of Firms", avg(1.0 * "persontable_0".AGE) as "Average Age of Employees", avg(1	exists-material
meta::relational::tests::groupBy::testAggToManyWithFilter	default	filter+groupBy	top-where-pred	select "addresstable_0".TYPE as "Address Type", avg(1.0 * "persontable_0".AGE) as "Average Age of Employees" from firmTable as "root" left outer join addressTab	exists-material
meta::relational::tests::groupBy::testAggToManyWithMaxDate	default	groupBy	plain-join	select "root".name as "Account", max("tradetable_0".tradeDate) as "Max Trade Date" from accountTable as "root" left outer join tradeTable as "tradetable_0" on (	exists-material
meta::relational::tests::groupBy::testAggToManyWithMaxInteger	default	groupBy	plain-join	select "addresstable_0".TYPE as "Address Type", max("persontable_0".AGE) as "Max Age of Employees" from firmTable as "root" left outer join addressTable as "add	exists-material
meta::relational::tests::groupBy::testAggToManyWithMinDate	default	groupBy	plain-join	select "root".name as "Account", min("tradetable_0".tradeDate) as "Min Trade Date" from accountTable as "root" left outer join tradeTable as "tradetable_0" on (	exists-material
meta::relational::tests::groupBy::testAggToManyWithMinInteger	default	groupBy	plain-join	select "addresstable_0".TYPE as "Address Type", min("persontable_0".AGE) as "Min Age of Employees" from firmTable as "root" left outer join addressTable as "add	exists-material
meta::relational::tests::groupBy::testFilterWithQualifiedProperty	default	filter+groupBy	top-where-pred	select "producttable_0".NAME as "prodName", sum(-"root".quantity) as "qt" from tradeTable as "root" left outer join productSchema.productTable as "producttable_	exists-material
meta::relational::tests::groupBy::testGroupByAndFilterIsolatedJoinMerge	default	filter+groupBy	filtered-subselect-join+on-clause-literal-pred+top-where-pred	select "synonymtable_0".NAME as "Cusip", sum("root".quantity) as "Total Quantity" from tradeTable as "root" left outer join productSchema.productTable as "produ	exists-material
meta::relational::tests::groupBy::testGroupByIsDistinct	default	map+groupBy	plain-join	select "root".LEGALNAME as "LegalName", count(distinct("persontable_0".FIRSTNAME)) as "FirstNameDistinctCount", count("persontable_0".FIRSTNAME) as "FirstNameCo	exists-material
meta::relational::tests::groupBy::testGroupByPercentile	default	map+groupBy	plain-join	select "producttable_0".NAME as "prodName", percentile_cont(cast(0.9 as float)) within group (order by "root".quantity asc) as "p1", percentile_disc(cast(0.5 as	exists-material
meta::relational::tests::groupBy::testGroupByWithJoinDB2	default	groupBy	plain-join	select "root".LEGALNAME as "legalName", "personTable_d#4_d_m1".FIRSTNAME as "employeesFirstName", sum(1) as "sum" from firmTable as "root" left outer join perso	exists-material
meta::relational::tests::groupBy::testGroupByWithJoinH2	default	groupBy	plain-join	select "root".LEGALNAME as "legalName", "persontable_0".FIRSTNAME as "employeesFirstName", sum(1) as "sum" from firmTable as "root" left outer join personTable 	exists-material
meta::relational::tests::groupBy::testGroupByWithWavgAggregation	default	map+groupBy	single-table	select dateadd(day, 1, "root".tradeDate) as "tradeDate", count("root".ID) as "id count", (1.0 * sum("root".quantity * "root".weight)) / sum("root".weight) as "W	correlated-count-reducer
meta::relational::tests::groupBy::testJoinStringsTwiceWithAssociation	default	groupBy	grouped-subselect-join	select "addresstable_0".TYPE as "type", listagg("firmtable_1".aggCol, '-') as "employeesFirstName" from firmTable as "root" left outer join addressTable as "add	correlated-count-reducer|exists-material
meta::relational::tests::groupBy::testJoinStringsWithAssociation	default	groupBy	plain-join	select "root".LEGALNAME as "legalName", listagg("persontable_0".FIRSTNAME, '*') as "employeesFirstName" from firmTable as "root" left outer join personTable as 	correlated-count-reducer|exists-material
